Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Ansible CVE-2017-7466 Incomplete Fix Arbitrary Command Execution Vulnerability,97595,Evgeni Golov of Red Hat.,Apr 11 2017 12:00AM,CVE-2017-7466,Redhat Storage Console  2
ARM Trusted Firmware CVE-2017-7564 Remote Denial Of Service Vulnerability,99142,The vendor reported this issue.,Jun 07 2017 12:00AM,CVE-2017-7564,ARM ARM Trusted Firmware  1.3
PCRE 'compile_bracket_matchingpath()' Function Denial of Service Vulnerability,96295,idaifish,Feb 16 2017 12:00AM,CVE-2017-6004,PCRE PCRE  8.38
Exiv2 CVE-2017-9239 Local Denial of Service Vulnerability,98720,lolopop and Young_x,May 26 2017 12:00AM,CVE-2017-9239,Redhat Enterprise Linux  7
ARM Trusted Firmware CVE-2017-7563 Remote Security Bypass Vulnerability,99145,The vendor reported this issue.,Jun 07 2017 12:00AM,CVE-2017-7563,ARM ARM Trusted Firmware  1.3
WebKit CVE-2017-2363 Cross-Origin Security Bypass Vulnerability,95728,lokihardt of Google Project Zero,Jan 23 2017 12:00AM,CVE-2017-2363,WebKit Open Source Project WebKit  0
Wireshark DOF Dissector 'packet-dof.c' Infinite Loop Denial of Service Vulnerability,97634,Buildbot Builder,Apr 12 2017 12:00AM,CVE-2017-7704,Wireshark Wireshark 2.2.5
Wireshark NetScaler File Parser 'wiretap/netscaler.c' Infinite Loop Denial of Service Vulnerability,97631,"Otto Airamo and Antti Levom&auml;ki, Forcepoint.",Apr 12 2017 12:00AM,CVE-2017-7700,Wireshark Wireshark 2.2.5
Pidgin CVE 2017-2640 Out of Bounds Write Security Vulnerability,96775,Joseph Bisch,Mar 09 2017 12:00AM,CVE-2017-2640,Ubuntu Ubuntu Linux  14.04 LTS
WebKit Multiple Memory Corruption Vulnerabilities,95736,Neymar of Tencent's Xuanwu Lab (tencent.com) working,Jan 23 2017 12:00AM,"CVE-2017-2354
				
					CVE-2017-2355
				
					CVE-2017-2356",WebKit Open Source Project WebKit  0
WebKit Multiple Security Vulnerabilities,97130,"lokihardt of Google Project Zero, Andr&amp;eacute; Bargull, Apple, Ivan Fratric of Google Project Zero, Natalie Silvanovich of Google Project Zero, Jeonghoon Shin, Zheng Huang and Wei Yuan of Baidu Security Lab, 0011 working with Trend Micro's Zero Day Ini",Mar 27 2017 12:00AM,"CVE-2017-2367
				
					CVE-2017-2386
				
					CVE-2017-2394
				
					CVE-2017-2395
				
					CVE-2017-2396
				
					CVE-2017-2445
				
					CVE-2017-2446
				
					CVE-2017-2447
				
					CVE-2017-2454
				
					CVE-2017-2455
				
					CVE-2017-2459
				
					CVE-2017-2460
				
					CVE-2017-2464
				
					CVE-2017-2465
				
					CVE-2017-2466
				
					CVE-2017-2468
				
					CVE-2017-2469
				
					CVE-2017-2470
				
					CVE-2017-2475
				
					CVE-2017-2476
				
					CVE-2017-2481",WebKit Open Source Project WebKit  0
WebKit CVE-2017-6984 Unspecified Memory Corruption Vulnerability,98454,lokihardt of Google Project Zero,May 15 2017 12:00AM,CVE-2017-6984,Gentoo Linux
WebKit Multiple Security Vulnerabilities,95727,"Gareth Heyes of Portswigger Web Security, Ivan Fratric of Google Project Zero and lokihardt of Google Project Zero.",Jan 23 2017 12:00AM,"CVE-2017-2350
				
					CVE-2017-2362
				
					CVE-2017-2373
				
					CVE-2017-2369
				
					CVE-2017-2365",WebKit Open Source Project WebKit  0
WebKit CVE-2017-2415 Remote Code Execution Vulnerability ,97143,Kai Kang of Tencent's Xuanwu Lab,Mar 27 2017 12:00AM,CVE-2017-2415,WebKit Open Source Project WebKit  0
GStreamer Bad Plug-ins CVE-2016-9813 NULL pointer Dereference Remote Denial of Service Vulnerability,95158,Hanno B&amp;ouml;ck,Nov 25 2016 12:00AM,CVE-2016-9813,SuSE Linux Enterprise Software Development Kit  12 SP1
Apple iTunes/iCloud/Safari/iOS CVE-2017-2366 Multiple Memory Corruption Vulnerabilities,95733,Kai Kang of Tencent's Xuanwu Lab (tencent.com),Jan 23 2017 12:00AM,CVE-2017-2366,WebKit Open Source Project WebKit  0
Apple macOS APPLE-SA-2017-03-27-3 Multiple Security Vulnerabilities,97140,"Ulf Frisk, Apple, Brandon Azad, an anonymous researcher, Max Bazaliy, beist, Sergey Bylokhov, Simon Huang, pjf, Alex Fishman, Izik Eidus, Pekka Oikarainen, Matias Karhumaa, Marko Laakso, @cocoahuke, kimyok, Craig Arendt, Axis, sss, Orr A, Benjamin Gnahm, I",Mar 27 2017 12:00AM,"CVE-2016-7585
				
					CVE-2017-2381
				
					CVE-2017-2388
				
					CVE-2017-2392
				
					CVE-2017-2402
				
					CVE-2017-2403
				
					CVE-2017-2408
				
					CVE-2017-2409
				
					CVE-2017-2410
				
					CVE-2017-2413
				
					CVE-2017-2418
				
					CVE-2017-2420
				
					CVE-2017-2421
				
					CVE-2017-2422
				
					CVE-2017-2425
				
					CVE-2017-2426
				
					CVE-2017-2427
				
					CVE-2017-2429
				
					CVE-2017-2431
				
					CVE-2017-2436
				
					CVE-2017-2437
				
					CVE-2017-2438
				
					CVE-2017-2443
				
					CVE-2017-2449
				
					CVE-2017-6974",WebKit Open Source Project WebKit  0
Microsoft Office CVE-2017-0260 DLL Loading Remote Code Execution Vulnerability,98810,Arun Kumar Sharma and Camillus Cai,Jun 13 2017 12:00AM,CVE-2017-0260,Microsoft Windows Server 2008 R2 for x64-based Systems  SP1
Microsoft Office CVE-2017-8506 DLL Loading Remote Code Execution Vulnerability,98811,Pedro Gallegos of Microsoft Office Security Team,Jun 13 2017 12:00AM,CVE-2017-8506,Microsoft Outlook 2016  (64-bit editions)
Apple macOS/iOS Multiple Security Vulnerabilities,97147,"redrain of light4freedom,lokihardt of Google Project Zero, Lufeng Li of Qihoo 360 Vulcan Team, anonymous researcher.",Mar 27 2017 12:00AM,"CVE-2017-2398
				
					CVE-2017-2423
				
					CVE-2017-2457
				
					CVE-2017-2486",WebKit Open Source Project WebKit  0
Webkit CVE-2017-2371 Security Bypass Vulnerability,95735,lokihardt of Google Project Zero.,Jan 23 2017 12:00AM,CVE-2017-2371,WebKit Open Source Project WebKit  0
WebKit CVE-2017-2521 Unspecified Memory Corruption Vulnerability,98456,lokihardt of Google Project Zero,May 15 2017 12:00AM,CVE-2017-2521,Gentoo Linux
Microsoft Office CVE-2017-8509 Remote Code Execution Vulnerability,98812,Haifei Li of the McAfee Security Team,Jun 13 2017 12:00AM,CVE-2017-8509,Microsoft Word for Mac 2011  0
WebKit CVE-2017-2471 Remote Code Execution Vulnerability,97133,Ivan Fratric of Google Project Zero,Mar 27 2017 12:00AM,CVE-2017-2471,WebKit Open Source Project WebKit  0
Microsoft Office CVE-2017-8511 Remote Code Execution Vulnerability,98815,Jin Chen of Palo Alto Networks,Jun 13 2017 12:00AM,CVE-2017-8511,Microsoft SharePoint Server 2013  SP1
Microsoft Windows PDF CVE-2017-0291 Remote Code Execution Vulnerability,98835,Ke Liu (winsonliu) of Tencent's Xuanwu LAB.,Jun 13 2017 12:00AM,CVE-2017-0291,Microsoft Windows Server 2016  0
VMware vSphere Data Protection CVE-2017-4914 Command Execution Vulnerability,98939,"Tim Roberts, Arthur Chilipweli, and Kelly Correll from NTT Security",Jun 06 2017 12:00AM,CVE-2017-4914,VMWare vSphere Data Protection 6.1
Microsoft Windows CVE-2017-0294 Remote Code Execution Vulnerability,98837,McCool of DKSEC consulting,Jun 13 2017 12:00AM,CVE-2017-0294,Microsoft Windows Server 2016  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8465 Local Privilege Escalation Vulnerability,98843,Tencent Security â?? Team Lance working with Trend Microâ??s Zero Day Initiative (ZDI),Jun 13 2017 12:00AM,CVE-2017-8465,Microsoft Windows Server 2016  0
Microsoft Windows Kernel CVE-2017-8478 Local Information Disclosure Vulnerability,98845,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8478,Microsoft Windows Server 2016  0
Microsoft Windows TDX CVE-2017-0296 Local Privilege Escalation Vulnerability,98839,360 Security working with Trend Microâ??s Zero Day Initiative (ZDI),Jun 13 2017 12:00AM,CVE-2017-0296,Microsoft Windows Server 2016  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8471 Local Information Disclosure Vulnerability,98849,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8471,Microsoft Windows Server 2016  0
Microsoft Office CVE-2017-8510 Remote Code Execution Vulnerability,98813,Lucas Leong of Trend Micro,Jun 13 2017 12:00AM,CVE-2017-8510,Microsoft Office 2016 (64-bit edition)  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8472 Local Information Disclosure Vulnerability,98851,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8472,Microsoft Windows Server 2012  0
Microsoft Windows Kernel CVE-2017-8469 Local Information Disclosure Vulnerability,98842,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8469,Microsoft Windows Server 2012 R2  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8473 Local Information Disclosure Vulnerability,98852,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8473,Microsoft Windows Server 2016  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8475 Local Information Disclosure Vulnerability,98853,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8475,Microsoft Windows Server 2016  0
Microsoft Windows Cursor CVE-2017-8466 Local Privilege Escalation Vulnerability,98844,Tencent Security â?? Team Lance working with Trend Microâ??s Zero Day Initiative (ZDI),Jun 13 2017 12:00AM,CVE-2017-8466,Microsoft Windows Server 2016  0
Microsoft Edge CVE-2017-8498 Information Disclosure Vulnerability,98886,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8498,Microsoft Edge  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8484 Local Information Disclosure Vulnerability,98847,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8484,Microsoft Windows Server 2016  0
Microsoft Windows PDF CVE-2017-8460 Information Disclosure Vulnerability,98887,Ke Liu (winsonliu) of Tencent's Xuanwu LAB working with Trend Micro'sZero Day Initiative,Jun 13 2017 12:00AM,CVE-2017-8460,Microsoft Windows Server 2016  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8470 Local Information Disclosure Vulnerability,98848,"Mateusz Jurczyk of Google Project Zero and fanxiaocao and pjf of IceSword Lab, Qihoo 360",Jun 13 2017 12:00AM,CVE-2017-8470,Microsoft Windows Server 2016  0
Microsoft Windows Graphics Component CVE-2017-0286 Information Disclosure Vulnerability,98891,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-0286,Microsoft Windows Server 2008 R2 for x64-based Systems  SP1
Microsoft Edge CVE-2017-8504 Information Disclosure Vulnerability,98892,Ariel Zelivansky.,Jun 13 2017 12:00AM,CVE-2017-8504,Microsoft Edge  0
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8468 Local Privilege Escalation Vulnerability,98846,Team Sniper (Keen Team and PC Manager) working with Trend Micro's Zero Day Initiative (ZDI),Jun 13 2017 12:00AM,CVE-2017-8468,Microsoft Windows Server 2016  0
Microsoft Windows Device Guard CVE-2017-0219 Local Security Bypass Vulnerability,98898,Matt Graeber,Jun 13 2017 12:00AM,CVE-2017-0219,Microsoft Windows Server 2016  0
Microsoft Windows PDF CVE-2017-0292 Remote Code Execution Vulnerability,98836,Ke Liu (winsonliu) of Tencent's Xuanwu LAB.,Jun 13 2017 12:00AM,CVE-2017-0292,Microsoft Word 2016 (64-bit edition)  0
Microsoft Windows Kernel CVE-2017-8462 Local Information Disclosure Vulnerability,98900,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8462,Microsoft Windows Server 2016  0
Microsoft Windows CVE-2017-8493 Local Security Bypass Vulnerability,98850,Nicolas Joly of MSRCE UK.,Jun 13 2017 12:00AM,CVE-2017-8493,Microsoft Windows Server 2016  0
Microsoft Edge CVE-2017-8520 Remote Memory Corruption Vulnerability,98924,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8520,Microsoft Edge  0
Microsoft Windows CVE-2017-8494 Local Privilege Escalation Vulnerability,98855,"Sai Ganesh Ramachandran, Microsoft Hyper-V Team.",Jun 13 2017 12:00AM,CVE-2017-8494,Microsoft Windows Server  2016
Microsoft Internet Explorer and Microsoft Edge CVE-2017-8517 Remote Memory Corruption Vulnerability,98895,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8517,Microsoft Internet Explorer  9
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8477 Local Information Disclosure Vulnerability,98854,Mateusz Jurczyk of Google Project Zero,Jun 13 2017 12:00AM,CVE-2017-8477,Microsoft Windows Server 2016  0
Microsoft Windows Device Guard CVE-2017-0218 Local Security Bypass Vulnerability,98897,Matt Graeber and Matt Nelson,Jun 13 2017 12:00AM,CVE-2017-0218,Microsoft Windows Server 2016  0
Microsoft Edge and Microsoft Internet Explorer CVE-2017-8524 Remote Memory Corruption Vulnerability,98930,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8524,Microsoft Internet Explorer  11
Microsoft Windows Graphics Component CVE-2017-8527 Remote Code Execution Vulnerability,98933,Axel Souchet (@0vercl0k) of MSRC Vulnerabilities and Mitigations Team.,Jun 13 2017 12:00AM,CVE-2017-8527,Microsoft Windows Server 2016  0
Microsoft Windows Device Guard CVE-2017-0216 Local Security Bypass Vulnerability,98896,Matt Graeber,Jun 13 2017 12:00AM,CVE-2017-0216,Microsoft Windows Server 2016  0
Microsoft Windows Graphics Component CVE-2017-8553 Local Information Disclosure Vulnerability,98940,pgboy and zhong_sf of Qihoo 360Vulcan Team working with Trend Micro's Zero Day Initiative,Jun 13 2017 12:00AM,CVE-2017-8553,Microsoft Windows Server 2016  0
Microsoft Windows Uniscribe CVE-2017-8528 Remote Code Execution Vulnerability,98949,Axel Souchet (@0vercl0k) of MSRC Vulnerabilities and Mitigations Team.,Jun 13 2017 12:00AM,CVE-2017-8528,Microsoft Windows Server 2012 R2  0
Microsoft Edge CVE-2017-8548 Remote Memory Corruption Vulnerability,98954,Liu Long of Qihoo 360Vulcan Team.,Jun 13 2017 12:00AM,CVE-2017-8548,Microsoft Edge  0
Microsoft Edge CVE-2017-8549 Remote Code Execution Vulnerability,98955,Hung Tien Tran @hungtt28 of Viettel Cyber Security.,Jun 13 2017 12:00AM,CVE-2017-8549,Microsoft Edge  0
Microsoft Internet Explorer CVE-2017-8519 Remote Memory Corruption Vulnerability,98899,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8519,Microsoft Internet Explorer  9
Microsoft Windows RPC CVE-2017-8461 Remote Code Execution Vulnerability,99012,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8461,Microsoft Windows XP Embedded
Microsoft Edge CVE-2017-8523 Remote Memory Corruption Vulnerability,98928,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8523,Microsoft Edge  0
Microsoft Internet Explorer CVE-2017-8547 Remote Memory Corruption Vulnerability,98932,Yu Haiwan Wu HongJun working with Trend Micro's Zero Day Initiative (ZDI).,Jun 13 2017 12:00AM,CVE-2017-8547,Microsoft Internet Explorer  11
Microsoft Internet Explorer and Microsoft Edge CVE-2017-8522 Remote Memory Corruption Vulnerability,98926,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8522,Microsoft Internet Explorer  11
Microsoft Edge CVE-2017-8555 Security Bypass Vulnerability,98956,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8555,Microsoft Edge  0
Microsoft Internet Explorer and Edge CVE-2017-8529 Information Disclosure Vulnerability,98953,Masato Kinugawa of Cure53.,Jun 13 2017 12:00AM,CVE-2017-8529,Microsoft Internet Explorer  9
SAP NetWeaver Message Server Information Disclosure Vulnerability,99054,The vendor reported the issue.,Jun 13 2017 12:00AM,,SAP NetWeaver   0
Microsoft Edge CVE-2017-8521 Remote Memory Corruption Vulnerability,98925,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8521,Microsoft Edge  0
SAP NetWeaver Unspecified Denial of Service Vulnerability,99056,The vendor reported this issue.,Jun 13 2017 12:00AM,,SAP NetWeaver   0
Adobe Digital Editions Multiple Privilege Escalation Vulnerabilities,99024,"Anonymous, John Carroll, Yuji Tounai (@yousukezan) working with NTT Communications Corporation.",Jun 13 2017 12:00AM,"CVE-2017-3090
				
					CVE-2017-3092
				
					CVE-2017-3097",Adobe Digital Editions 4.5.4
OSIsoft PI Server 2017 Multiple Authentication Bypass Vulnerabilities,99059,The vendor reported this issue.,Jun 13 2017 12:00AM,"CVE-2017-7930
				
					CVE-2017-7934",OSISoft PI Server 2017  0
SAP SCM Forecasting and Replenishment Authorization Bypass Vulnerability,99055,The vendor reported this issue.,Jun 13 2017 12:00AM,,SAP SCM Forecasting and Replenishment  0
IBM Jazz Foundation CVE-2016-9973 Cross Site Scripting Vulnerability,99060,IBM,Jun 13 2017 12:00AM,CVE-2016-9973,IBM Rational Team Concert 6.0.3
OSIsoft PI Web API CVE-2017-7926 Cross-Site Request Forgery Vulnerability,99058,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-7926,OSISoft PI Web API 2016 R2  0
Microsoft Windows OLE CVE-2017-8487 Remote Code Execution Vulnerability,99013,The vendor reported this issue.,Jun 13 2017 12:00AM,CVE-2017-8487,Microsoft Windows XP Embedded
Microsoft Windows Graphics Component CVE-2017-0289 Information Disclosure Vulnerability,98929,Mateusz Jurczyk of Google Project Zero and 	Axel Souchet (@0vercl0k) of MSRC Vulnerabilities and Mitigations Team.,Jun 13 2017 12:00AM,CVE-2017-0289,Microsoft Windows Server 2016  0
LineageOS 'msm_bus_dbg.c' Null Pointer Dereference Denial of Service Vulnerability,99107,Mengzi,Jun 13 2017 12:00AM,CVE-2017-6899,LineageOS LineageOS  0
Microsoft Windows Graphics Device Interface CVE-2017-0190 Information Disclosure Vulnerability,98298,Symeon Paraschoudis of SensePost.,May 09 2017 12:00AM,CVE-2017-0190,Microsoft Windows Server 2012 R2  0
Microsoft Remote Desktop Protocol Remote Code Execution Vulnerability,98752,Unknown,Apr 14 2017 12:00AM,CVE-2017-0176,Microsoft Windows XP Tablet PC Edition  SP3
Adobe Shockwave Player CVE-2017-3086 Unspecified Memory Corruption Vulnerability,99019,Fortinet's Fortiguard Labs,Jun 13 2017 12:00AM,CVE-2017-3086,Adobe Shockwave Player  12.0.7 149
SAP Successfactors CVE-2017-9613 HTML Injection Vulnerability,99072,dunstan.pinto,Jun 15 2017 12:00AM,CVE-2017-9613,SAP Successfactors  b1702p5e.1190658
Tablib CVE-2017-2810 Arbitrary Command Execution Vulnerability,99076,Cory Duplantis of Cisco Talos.,Jun 15 2017 12:00AM,CVE-2017-2810,python Tablib  0.11.4
RedHat JBoss Enterprise Application Platform CVE-2016-3690 Remote Code Execution Vulnerability,99079,"Dennis Reed, Red Hat",Jun 15 2017 12:00AM,CVE-2016-3690,Redhat Jboss Enterprise Soa Platform 5.0
Adobe Digital Editions APSB17-20 Multiple Unspecified Memory Corruption Vulnerabilities,99020,"Ke Liu of Tencent's Xuanwu LAB, Fortinet's FortiGuard Lab, and riusksk of Tencent Security Platform Department.",Jun 13 2017 12:00AM,"CVE-2017-3088
				
					CVE-2017-3089
				
					CVE-2017-3093
				
					CVE-2017-3096",Adobe Digital Editions 4.5.4
Pivotal Spring Security Deserialization CVE-2017-4995 Remote Code Execution Vulnerability,99080,Unknown,Jun 15 2017 12:00AM,CVE-2017-4995,Pivotal Software Spring Security 4.2.2
Samsung Magician CVE-2017-3218 Remote Code Execution Vulnerability,99081,Will Dormann.,Jun 15 2017 12:00AM,CVE-2017-3218,Samsung Magician  5.0
D-Link DIR-605L CVE-2017-9675 Denial of Service Vulnerability,99084,Enrique Castillo,Jun 15 2017 12:00AM,CVE-2017-9675,D-Link DIR-605L  2.08B01
Atlassian Confluence CVE-2017-9505 Security Bypass Vulnerability,99086,Mathias Frank of SEC Consult Vulnerability Lab.,Jun 15 2017 12:00AM,CVE-2017-9505,Atlassian Confluence 6.1.1
APC UPS Daemon CVE-2017-7884 Insecure Permissions Local Privilege Escalation Vulnerability,99092,fragsh3ll aka Richard Young,Jun 15 2017 12:00AM,CVE-2017-7884,APC apcupsd 3.10.5
FortiOS Multiple Cross Site Scripting Vulnerabilities,99098,Walmart's ISD Enterprise Security Testing (EST) Team,Jun 15 2017 12:00AM,"CVE-2017-7734
				
					CVE-2017-7735",Fortinet Fortios 5.4.4
Adobe Digital Editions APSB17-20 Multiple Unspecified Stack Buffer Overflow Vulnerabilities,99021,riusksk of Tencent Security Platform Department.,Jun 13 2017 12:00AM,"CVE-2017-3094
				
					CVE-2017-3095",Adobe Digital Editions 4.5.4
IBM Sterling B2B Integrator CVE-2016-9982 Information Disclosure Vulnerability,99197,IBM,Jun 15 2017 12:00AM,CVE-2016-9982,IBM Sterling B2B Integrator 5.2.6
Microsoft Office Patch Installer Multiple DLL Loading Remote Code Execution Vulnerabilities,99348,Karn Ganeshen,Jun 15 2017 12:00AM,,Microsoft Office Patch Installer  0
SAP BusinessObjects Intercompany Directory Traversal Vulnerability,99062,The vendor reported this issue.,Jun 13 2017 12:00AM,,SAP BusinessObjects Intercompany  10.0
Deluge CVE-2017-9031 Directory Traversal Vulnerability,99099,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2017-9031,openSUSE Leap  42.2
Microsoft Internet Explorer CVE-2017-0222 Remote Memory Corruption Vulnerability,98127,Microsoft.,May 09 2017 12:00AM,CVE-2017-0222,Microsoft Internet Explorer  9
Apache Thrift CVE-2015-3254 Denial of Service Vulnerability,99112,Jake Farrell,Jun 16 2017 12:00AM,CVE-2015-3254,Apache Thrift 0.9.2
Elasticsearch Logstash CVE-2016-1000221 Information Disclosure Vulnerability,99126,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2016-1000221,Elasticsearch Logstash 2.3.3
Microsoft Windows Kernel CVE-2017-0167 Information Disclosure Vulnerability,97473,"Mateusz Jurczyk of Google Project Zero, Meysam Firouzi @R00tkitSMM & Celil Ã?NÃ?VER @celilunuver",Apr 11 2017 12:00AM,CVE-2017-0167,Microsoft Windows Server 2016  0
Elasticsearch Kibana CVE-2016-1000219 Information Disclosure Vulnerability,99178,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2016-1000219,Elasticsearch Kibana 4.5.3
IBM Clustered Data ONTAP CVE-2016-3400 Man in the Middle Security Bypass Vulnerability,99101,IBM,Jun 16 2017 12:00AM,CVE-2016-3400,IBM Data ONTAP operating in 7-Mode 8.2
SAP Web Dispatcher Remote Code Injection Vulnerability,99070,Nahuel Sanchez,Jun 13 2017 12:00AM,,SAP Web Dispatcher  0
Kibana CVE-2016-1000220 Unspecified Cross Site Scripting Vulnerability,99179,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2016-1000220,Elasticsearch Kibana 4.5.3
Jetty CVE-2017-9735 Security Bypass Vulnerability,99104,fredfeng,Jun 16 2017 12:00AM,CVE-2017-9735,Eclipse Jetty  9.4.5.v20170502
VMware vSphere Data Protection CVE-2016-7456 Authentication Bypass Vulnerability,94990,The vendor reported this issue.,Dec 20 2016 12:00AM,CVE-2016-7456,VMWare vSphere Data Protection 5.8.1
LAME CVE-2017-9871 Stack Buffer Overflow Vulnerability,99289,Agostino Sarubbo of Gentoo.,Jun 17 2017 12:00AM,CVE-2017-9871,LAME LAME  3.99.5
GNU Binutils 'opcodes/aarch64-dis.c' Remote Denial of Service Vulnerability,99103,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9756,GNU Binutils  2.28
Foxit Reader ZDI-17-411 Out-Of-Bounds Write  Remote Code Execution Vulnerability,99119,Steven Seeley of Source Incite,Jun 15 2017 12:00AM,,Foxit Reader  0
IBM Sterling B2B Integrator CVE-2016-9983 Information Disclosure Vulnerability,99198,IBM,Jun 15 2017 12:00AM,CVE-2016-9983,IBM Sterling B2B Integrator 5.2.6
Linux Kernel CVE-2017-1000379 Local Security Bypass Vulnerability,99284,Qualys,Jun 16 2017 12:00AM,CVE-2017-1000379,Linux kernel 4.11.5
GNU Binutils 'opcodes/score7-dis.c' Remote Buffer Overflow Vulnerability,99106,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9743,GNU Binutils  2.28
Elasticsearch Kibana Reporting plugin CVE-2016-1000218 Cross Site Request Forgery Vulnerability,99253,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2016-1000218,Elasticsearch Kibana Reporting 2.4
GNU Binutils 'opcodes/rl78-decode.opc' Stack Buffer Overflow Vulnerability,99111,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9751,GNU Binutils  2.28
Elasticsearch Logstash CVE-2016-10362 Information Disclosure Vulnerability,99154,The vendor reported this issue.,Jun 16 2017 12:00AM,CVE-2016-10362,Elasticsearch Logstash 5.0
GNU Binutils 'bfd/elf32-sh.c' Remote Buffer Overflow Vulnerability,99108,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9744,GNU Binutils  2.28
radare2 'libr/core/cmd.c' Remote Denial Of Service Vulnerability,99138,fumfel,Jun 19 2017 12:00AM,CVE-2017-9761,
GNU Binutils 'bfd/vms-alpha.c' Heap Buffer Overflow Vulnerability,99109,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9745,GNU Binutils  2.28
radare2 'libr/core/cmd_info.c' Remote Denial Of Service Vulnerability,99140,fumfel,Jun 19 2017 12:00AM,CVE-2017-9762,
GNU GRUB CVE-2017-9763 Remote Denial Of Service Vulnerability,99141,Kamil Frankowicz (fumfel),Jun 19 2017 12:00AM,CVE-2017-9763,GNU GRUB  -
Multiple Blue Coat Products Security Bypass Vulnerability,91404,Mike Brooks and Nathan Fowler.,Jun 23 2016 12:00AM,,Blue Coat Systems ProxySG  6.6
GNU Binutils 'opcodes/score7-dis.c' Remote Denial of Service Vulnerability,99105,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9742,GNU Binutils  2.28
NetBSD CVE-2017-1000374 Security Bypass Vulnerability,99176,Qualys Research Labs,Jun 19 2017 12:00AM,CVE-2017-1000374,NetBSD Netbsd 7.0.2
GNU Binutils CVE-2017-9748 Remote Denial of Service Vulnerability,99110,Alexandre Adamski,Jun 19 2017 12:00AM,CVE-2017-9748,GNU Binutils  2.28
IPFire CVE-2017-9757 Command Injection Vulnerability,99173,0x09AL,Jun 19 2017 12:00AM,CVE-2017-9757,IPFire IPFire  2.19
Foscam IP Video Camera Multiple Command Injection Vulnerabilities,99184,"Cory Duplantis, Claudio Bozzato and another member of Cisco Talos.",Jun 19 2017 12:00AM,"CVE-2017-2827
				
					CVE-2017-2848
				
					CVE-2017-2847
				
					CVE-2017-2849
				
					CVE-2017-2850
				
					CVE-2017-2842
				
					CVE-2017-2843
				
					CVE-2017-2841
				
					CVE-2017-2846
				
					CVE-2017-2828
				
					CVE-2017-2844
				
					CVE-2017-2845
				
					CVE-2017-2832
				
					CVE-2017-2833",Foscam IP Video Camera  1.9.3.17
IBM WebSphere MQ CVE-2017-1117 Denial of Service Vulnerability,99136,IBM,Jun 19 2017 12:00AM,CVE-2017-1117,IBM WebSphere MQ 9.0.1
Microsoft Windows DirectX CVE-2017-8579 Local Privilege Escalation Vulnerability,99212,Richard Zhu (fluorescence) working with Trend Micro's Zero Day Initiative,Jun 19 2017 12:00AM,CVE-2017-8579,Microsoft Windows Server 2016  0
