Impact,vendor,CVE_Numbers,Vulnerabilities,field_items,Legal_Notice,summary,Equipment,Affected_Products,published_date,id
,"The US Federal Aviation Administration (FAA) has issued two flight advisories identifying planned Global Positioning System (GPS) temporary outages and the affected areas, due Department of Defense testing. During testing, the GPS signal may be unreliable or unavailable. ICS-CERT is issuing this advisory as a follow up to ",,"Location: Brunswick, GA",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Federal Aviation Administration GPS Testing,"Location: Porterville, CA","During testing, “GPS will be unreliable and may be unavailable within a circle having a radius of 370NM and centered at 304906N/0802811W or the location known as 105.25 degrees and 52.1 NM from the SSI","January 25, 2011 | Last revised: January 02, 2014",ICSA-11-025-01
OPC SCADA Viewer is vulnerable to a stack-based buffer overflow. An attacker can craft a special configuration file that can allow arbitrary code execution when parsed by OPC SCADA Viewer.,"The ICS-CERT has received a report from independent security researcher Steven James that a stack-based buffer overflow exists in the AGG Software OPC SCADA Viewer software. The vulnerability could allow arbitrary code execution. ICS-CERT has coordinated with AGG Software, which has developed a patch to address this vulnerability. The researcher has also verified that the patch resolves the issue.",,"A successful exploit of this vulnerability could lead to arbitrary code execution. The exact impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",AGG SCADA Viewer OPC Buffer Overflow Vulnerability,This vulnerability affects all OPC SCADA Viewer versions prior to Version 1.5.2 (Build 110).,"is a North American company that produces data acquisition, data logging, and monitoring software for hardware interfaces. OPC SCADA Viewer is a tool that displays data received through the OPC interface.","January 18, 2011 | Last revised: December 31, 2013",ICSA-11-018-01
"According to the IGSS website, IGSS has been installed in over 28,000 industrial plants in 50 countries worldwide. It is deployed in multiple sectors including energy, manufacturing, oil and gas, and water.",ICS-CERT has received a report from independent security researcher Jeremy Brown that a remote heap corruption vulnerability exists in IGSS (Interactive Graphical SCADA System) Version 8 from 7-Technologies (7T). 7T has verified the vulnerability and has developed a patch.,,"According to 7T, this vulnerability is more likely to be exploited for a denial of service (DoS); however, arbitrary code execution may be possible.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",7-Technologies IGSS 8 ODBC Server Remote Heap Corruption,This vulnerability affects only IGSS Versions 8 and 9. Users can ,"7T is based in Denmark and creates monitoring and control systems that are primarily used in Europe and South Asia in the wastewater, water supply, and marine industries. IGSS is an HMI (Human-Machine Interface) application used to control and monitor PLCs (Programmable Logic Controllers) in industrial processes.","February 08, 2011 | Last revised: December 24, 2013",ICSA-11-018-02
"Exfiltrated files of interest focused on operational oil and gas field production systems and financial documents related to field exploration and bidding. In some cases, the files were copied to and downloaded from company web servers by the attackers. In certain cases, the attackers collected data from SCADA systems.","McAfee has published a white paper titled “Global Energy Cyberattacks: Night Dragon,”",,"According to the report, the attacks have been ongoing since November 2009 and involve social engineering, spear-phishing attacks, exploitation of Microsoft Windows operating systems vulnerabilities, Microsoft Active Directory compromises, and the use of remote administration tools (RATs) in targeting and harvesting sensitive competitive proprietary operations, and project-financing information with regard to oil and gas field bids and operations.",--------- Begin Update A ----------,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",McAfee Night Dragon Report (Update A),"The threat McAfee identifies as Night Dragon focused specifically on the energy sector; however, the tools and techniques used by Night Dragon can be highly successful when targeting any industry. Other sectors may also be vulnerable and under similar persistent cyber espionage attacks.","McAfee reports that once the attackers have complete control of the targeted internal system, they dump account hashes with gsecdump and use the Cain & Abel tool to crack the hashes to leverage them in targeting other more sensitive information.","February 11, 2011 | Last revised: January 02, 2014",ICSA-11-041-01A
,An independent security researcher has published information to a vulnerability disclosure website regarding a buffer overflow vulnerability in the Wonderware InBatch and I/A Series Batch software products (all supported versions).,,,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Wonderware InBatch Vulnerability (Update A),"According to the researcher’s report, the service listening on TCP Port 9001 is vulnerable to a buffer overflow that could cause denial of service (DOS) or the possible execution of arbitrary code. This vulnerability is remotely exploitable and exploit code is publicly available.",Invensys has validated the researcher’s claim and has released a patch for this vulnerability. The patch,"March 02, 2011 | Last revised: April 22, 2013",ICSA-10-348-01A
"Impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of these vulnerabilities based on the environment, architecture, and product implementation.",Researchers at Digital Bond have identified multiple vulnerabilities in the Control Microsystems ClearSCADA application. The following vulnerabilities have been identified:,,This Advisory applies to all versions of SCX (from Serck UK or Serck Aus) that are older than the following (these SCX versions bundle ClearSCADA in the package):,--------- Begin Update A – Part 1 of 3 ----------,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",ClearScada Vulnerabilities (Update A),The following ClearSCADA versions are affected:,Successful exploitation of the vulnerabilities reported in this Advisory requires an attacker to have a level of skill that ranges from intermediate to high depending on the specific vulnerability and desired objective. An attacker can perform a number of malicious actions including a denial of service attack on the ClearSCADA application that can have a significant impact on control systems operating in critical environments.,"February 15, 2011 | Last revised: November 19, 2013",ICSA-10-314-01A
"Rockwell PLC-5 and SLC 5/0x controllers are used worldwide in diverse process control environments. These PLCs can be used in both centralized control systems and in remote installations, including remote",Rockwell Automation has identified a security vulnerability in the programming and configuration client software authentication mechanism employed by certain versions of the PLC-5 and SLC 5/0x family of programmable controllers.,,A significant number of PLC-5s and SLC 500s are installed worldwide. Successful exploitation of these vulnerabilities may expose the controller’s access control password and allow unauthorized programming of the controller.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Rockwell PLC5/SLC5/0x/RSLogix Security Vulnerability,"Rockwell PLC-5 and SLC 5/0x controllers are affected, including the following catalog numbers: 1785-Lx and 1747-L5x. The programming and configuration client software, RSLogix, for these devices is also affected by this vulnerability. For a complete listing of affected products and firmware versions, please see Rockwell’s Technotes.","ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.","March 10, 2010 | Last revised: October 23, 2014",ICSA-10-070-02
"Although the primary command and control (C2) infrastructure for the Mariposa botnet is considered to have been rendered inoperative by the Mariposa Working Group,",ICS-CERT has received reports and investigated infections of the Mariposa,,"In May 2009, Defence Intelligence announced the discovery of a botnet, called “Mariposa.” An investigation followed this discovery and targeted bringing down the criminal network behind what has become one of the largest botnets on record.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Mariposa Botnet,"ICS-CERT has no information to indicate that these infections have specifically targeted United States Critical Infrastructure and Key Resources (CIKR), or any specific sector or organization.","After months of investigation by the Guardia Civil in Spain, the FBI, security firm Panda Security, and Defence Intelligence, authorities took down a 12.7 million strong zombie network in December. In February 2010, Spanish authorities arrested three suspects in Spain.","March 31, 2010 | Last revised: January 20, 2014",ICSA-10-090-01
Rockwell Automation provides industrial automation control and information products worldwide across a wide range of industries.,"A buffer overflow vulnerability exists in the Rockwell Automation RSLinx Classic EDS Hardware Installation Tool (RSHWare.exe). This vulnerability is likely exploitable; however, significant user interaction would be required.",,"The CVSS impact subscore for this vulnerability, as calculated by ICS-CERT, is high (10) because successfully exploiting this vulnerability would allow an attacker to run arbitrary code on the target machine. However, the exploitability subscore is low (3.2) because of the difficulty of exploiting this vulnerability.",VULNERABILITY OVERVIEW,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Rockwell Automation RSLinx Classic EDS Vulnerability (Update A),EDS Hardware Installation Tool Version 1.0.5.1 and earlier.,"Impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.","May 03, 2010 | Last revised: December 11, 2013",ICSA-10-070-01A
"Impact to individual organizations depends on many factors that are unique to each organization. ICS‑CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.",Cisco has identified multiple security vulnerabilities,,Successful exploitation of any of these vulnerabilities could result in a malicious user taking complete control over an affected device.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Cisco Network Building Mediator,"The following vulnerabilities have been identified: default credentials, privilege escalation, unauthorized information interception, and unauthorized information access.",These vulnerabilities affect the legacy Richards-Zeta Mediator 2500 product and Cisco Network Building Mediator NBM-2400 and NBM-4800 models. All Mediator Framework software releases prior to 3.1.1 are affected by all vulnerabilities listed in this advisory.,"May 27, 2010 | Last revised: September 09, 2014",ICSA-10-147-01
ABB recommends removing the netCADOPS Help files from the netCADOPS web server installation directory.,A cross-site scripting,,"At this time, ICS-CERT has not independently verified the vulnerability or update to determine the condition details and potential impact to organizations. ICS-CERT is providing this notice to make organizations aware of the vulnerability and patch release from ABB. ICS-CERT recommends that organizations contact ABB for additional details to evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",ABB NETCADOPS HELP SYSTEM VULNERABILITY,All releases of the ABB netCADOPS product.,ABB is a power and automation technology company. The ABB DMS is used by electric utilities to manage their distribution level infrastructure.,"April 27, 2010 | Last revised: January 08, 2014",ICSA-10-097-01
The authentication vulnerability could allow an attacker to guess the password and gain unauthorized access to the device.,A security researcher has identified two vulnerabilities affecting the Wind River Systems’ VxWorks platform. The vulnerabilities are a debug service enabled by default (,,Not all products using VxWorks are vulnerable. ICS-CERT recommends that end users contact their vendors to determine if their products are affected by these vulnerabilities. CERT/CC has a partial list of vendors in the Vulnerability Notes referenced above.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Wind River VxWorks Vulnerabilities,"VxWorks is a real-time operating system that can be used in embedded systems, including control system components. Because this vulnerability is embedded in other products, the actual list of affected products is large, and not completely known",Access to the debug service could result in information disclosure or denial-of-service attacks against the affected device. Complete control of the device may be possible.,"August 02, 2010 | Last revised: January 08, 2014",ICSA-10-214-01
"IntegraXor is deployed in several areas of process control in 38 countries around the world with the largest installed base in the United Kingdom, United States, Australia, Poland, Canada, and Estonia.","ICS-CERT has received a report from independent security researcher Dan Rosenberg with Virtual Security Research (VSR) of an unauthenticated Structured Query Language (SQL) vulnerability in the Ecava IntegraXor human machine interface (HMI) product that could allow data leakage, data manipulation, and remote code execution against the backend host running the database service. ICS-CERT has coordinated with Ecava, which has verified the vulnerability and developed a patched release of IntegraXor (Build 4050) to address this vulnerability. Both ICS-CERT and the independent security researcher have validated the patch.",,"A successful exploit of this vulnerability could lead to arbitrary data leakage, data manipulation, and remote code execution. The exact impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Ecava IntegraXor SQL,This vulnerability affects all IntegraXor versions prior to Version 3.60 (Build 4032).,is a Malaysia-based software development company that produces the IntegraXor product. Ecava specializes in factory and process automation solutions.,"March 23, 2011 | Last revised: April 30, 2013",ICSA-11-082-01
"According to reports and analysis, Stuxnet uses a total of five vulnerabilities; one previously patched (MS08-067) and four zero-days. Two of the four zero-day vulnerabilities have been patched since Stuxnet’s discovery.","In July, ICS-CERT published an advisory and a series of updates regarding the Stuxnet malware entitled “",,"ICS-CERT has identified that while USB drives appear to be a primary infection mechanism, Stuxnet can also infect systems through network shares and SQL databases. The Stuxnet malware stores dropped files in many locations on a target system. The infection mechanism is complex, and the exact files that may be dropped will vary depending on the system it is infecting. After infecting a system, the malware gathers extensive data from MS SQL server, Windows registry, and application software.",--------- Begin Update B ----------,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Stuxnet Malware Mitigation (Update B),Stuxnet makes use of a previously unpatched Windows ,"Once the malware has installed itself on a system, it employs many evasive techniques, including bypassing antivirus software, advanced process injection, hooking useful functions by kernel-mode rootkits, and the quick removal of temporary files. ICS-CERT is continuing to reverse engineer and analyze this malware. Because of the malware’s complexity, this work is expected to take some time.","September 15, 2010 | Last revised: January 08, 2014",ICSA-10-238-01B
There are also unconfirmed reports that Windows 2000 and Windows XP SP2 are also susceptible to this zero-day vulnerability.,"VirusBlokAda, an antivirus vendor based in Belarus, announced",,"ICS-CERT is coordinating with Siemens CERT, CERT/CC, Microsoft, and other groups both domestically",--------- Begin Update C – Part 1 of 2 ----------,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",USB Malware Targeting Siemens Control Software (Update C),ICS-CERT has confirmed the malware installs a trojan that interacts with installed SIMATIC® WinCC or SIMATIC® Siemens STEP 7 software and then makes queries to any discovered SIMATIC® databases. The full capabilities of the malware and intent or results of the queries are not yet known.,Microsoft reports that the zero-day vulnerability affects the following versions of Windows:,"August 02, 2010 | Last revised: January 08, 2014",ICSA-10-201-01C
"Third-party support contractors cannot always predict the challenges they will encounter during on site service work. As a result, contract service organizations often train their field staff to create and use a specific account with administrator privileges. This allows them to access the system to troubleshoot and to install, uninstall, or patch software components as needed. Generally, the goal is to increase productivity and ease of maintenance; however, this access may circumvent the asset owner’s useraccount policies, contracting requirements, or user agreements.",An asset owner recently notified the ICS-CERT that a vendor support contractor had added an administrative-level account during installation of new control systems software. The support contractor intended the account to be the default used to train their people for all future work on those systems. The addition of an administrative account to an ICS network with the password known by a contract company increases the cybersecurity risk to the asset owner.,,"All control systems maintained by vendors, integrators, or other contractors can potentially be impacted by the practice of adding “back door” administrative accounts for future access to perform maintenance, updates, or training.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Vendor Admin Accounts Warning,This advisory highlights existing practices that may adversely impact the cybersecurity of industrial control systems (ICS) environments relative to malicious actors.,"The impact to individual sites may vary, but the potential exists for an administrator-level username and password used by support personnel to be known to multiple individuals outside the owner’s organization and to be undocumented within the owner’s security policy framework. This essentially creates a backdoor into each system serviced by the support contractor and may not be recorded in the system’s configuration management process.","August 16, 2010 | Last revised: May 08, 2013",ICSA-10-228-01
"The National Oceanic and Atmospheric Administration (NOAA) provides daily weather forecasts regarding solar activity as well as space weather alerts and advisories for solar flare and CME events that could impact navigation, radio, electric power, and satellite operations.","The sun generates solar flare and coronal mass ejection (CME) events in an approximate 11-year cycle. The plasma clouds generated from these events have the potential to cause geomagnetic storms that can interfere with terrestrial communications and other electronic systems, posing a risk to critical infrastructure.",,"At 0156 UT on February 15, 2011, Active Region 11158 unleashed an X2-class eruption.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Solar Magnetic Storm Impact on Control Systems,     ,The purpose of this Advisory is to inform the industrial control systems (ICS) community of the possible impacts of solar magnetic storms on critical infrastructure control systems. This Advisory provides a high-level overview of the potential problems and offers some general mitigation strategies for consideration by the ICS community.,"March 26, 2011 | Last revised: January 02, 2014",ICSA-11-084-01
"SCADA Engine has released a software update, Version 1.0.25, which ICS-CERT has confirmed effectively mitigates the vulnerability.",This advisory is a follow-up to ,,ICS-CERT is aware that exploit code for this vulnerability is publicly available.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",SCADA Engine BACnet OPC Client Buffer Overflow Vulnerability,A buffer overflow vulnerability has been reported,ICS-CERT has confirmed the vulnerability in Version 1.0.24. Older versions may also be affected.,"September 21, 2010 | Last revised: January 23, 2014",ICSA-10-264-01
"According to the WellinTech website, KingView is a human machine interface (HMI) for backend control systems operations. WellinTech KingView is widely used in power, water, building automation, mining, and other sectors, including the aerospace industry. Most WellinTech customers are located in China.",This advisory is a follow-up to ,,This vulnerability affects all language versions of WellinTech KingView V6.53.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",WellinTech KingView 6.53 KVWebSvr ActiveX,An independent security researcher reported a stack-based buffer overflow vulnerability in an ActiveX control in WellinTech KingView V6.53. The researcher has publicly released exploit code for this vulnerability. Successful exploitation of this vulnerability could allow a remote attacker to execute arbitrary code. WellinTech has released an update for the vulnerable file. ICS-CERT has confirmed the update resolves the vulnerability.,"Because KingView is widely used in many sectors and different applications, the impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their environment, architecture, and product implementation.","March 15, 2011 | Last revised: January 23, 2014",ICSA-11-074-01
The following files may be found in WinCC/STEP7 Project directories.,"ICS-CERT has been actively investigating and reporting on the Stuxnet vulnerability. To date, ICS-CERT has released ",,The malware also interacts with Siemens SIMATIC WinCC or SIMATIC STEP 7 software. Exact software versions and configurations that may be affected are still being analyzed jointly by ICS-CERT and Siemens. We have listed the following indicators for use in detecting this malware.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Primary Stuxnet Advisory,"Stuxnet uses four zero-day exploits (two of which have been patched) and takes advantage of a vulnerability also exploited by Conficker, which has been documented in Microsoft Security Bulletin MS-08-067.","The following indicator list was developed by ICS-CERT and will be useful in detecting malicious files in systems infected with Stuxnet. Tests were performed on two systems. One system was a new installation of Windows XP SP3 that was subsequently infected with Stuxnet. The other machine was the same Windows configuration but also included Siemens WinCC and STEP 7 software installations. Based on these tests, ICS-CERT has determined that these indicators fall into two groups. Some indicators appear on systems whether or not they have Siemens WinCC/STEP 7 installed, and the others only appear on systems with WinCC/STEP 7 installed.","September 29, 2010 | Last revised: January 21, 2014",ICSA-10-272-01
"Successful exploitation of the reported vulnerabilities could allow an attacker to perform multiple malicious activities including denial of service, directory traversal, and arbitrary code execution. The Vulnerability Classification section details the impacts for each of these vulnerabilities.",This ICS-CERT Advisory is a follow-up to ,,ICS-CERT has confirmed that the patch developed by Siemens fully addresses the reported vulnerabilities.,--------- Begin Update A – Part 1 of 1 --------,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",Siemens Tecnomatix FactoryLink Vulnerabilities (Update A),Siemens has released a patch addressing the identified vulnerablities. ICS-CERT has not yet validated this patch.,These vulnerabilities affect all versions of Siemens Tecnomatix FactoryLink prior to and including Version 8.0.1.1473.,"April 05, 2011 | Last revised: January 17, 2014",ICSA-11-091-01A
RealFlex reports that these zero-day vulnerabilities affect Versions 1.06A and earlier of its demo software only. The commercial version of RealWin is not affected.,"This ICS-CERT Advisory is a follow-up to the ICS-CERT Alert titled, “",,RealFlex has released a new version (Version 2.1.12) of their free demo software that mitigates these vulnerabilities.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",RealFlex RealWin Vulnerabilities,An independent researcher has published exploit code for seven vulnerabilities identified in RealFlex Technologies’ RealWin 2.1.10 Demo Supervisory Control and Data Acquisition (SCADA) product. Multiple functions listening on Port 910/TCP are susceptible to heap and stacked-based buffer overflow vulnerabilities. The heap and stack buffer overflows may allow an attacker to remotely execute arbitrary code.,ICS-CERT has verified that these vulnerabilities do not affect the RealFlex RealWin commercial version and that Version 2.1.12 resolves the vulnerabilities in the demo version.,"April 20, 2011 | Last revised: January 17, 2014",ICSA-11-110-01
ICS-CERT contacted each of the identified vendors to inform them of the GLEG product. Some vendors have reached out to GLEG directly for additional information. ICS-CERT is also attempting to work with GLEG to obtain additional information and will update this reporting it as it becomes available.,"On March 15, 2011, GLEG Ltd. announced the Agora SCADA+ Exploit Pack for Immunity’s CANVAS system. CANVAS is a penetration testing framework that is extensible using CANVAS Exploit Packs. On March 25, 2011, GLEG announced it would be adding exploits for the 35 vulnerabilities released by Luigi Auriemma on March 21, 2011. The ICS-CERT has not received any reports of this tool being used for an unauthorized compromise of an actual control system installation.","CVE,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2,CVE-2","Immunity’s CANVAS is a penetration framework similar to the popular Metasploit tool. GLEG is a small company based in Moscow, Russia, that produces add-on exploit packages for Canvas. On March 22, 2011, GLEG’s CEO, Yuriy Gurkin, announced that its website was under a distributed denial-of-service (DDoS) attack with traffic exceeding 100 Gb per day. The source and intent of this traffic is unknown at this time.",,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.",GLEG Agora SCADA+ Exploit Pack,"ICS-CERT has prepared this advisory to provide an initial summary of the possible vulnerabilities contained in this exploit pack. Please note that at this time, the information contained in this report is not conclusive, nor is it comprehensive. This report represents a cursory and credible snapshot of the vulnerabilities that are likely contained in the pack, based on the analysis conducted by ICS-CERT.","ICS-CERT contacted Immunity and obtained a general list of the targeted products and exploits (with very limited vulnerability details) contained in the Agora SCADA+ Exploit Pack. ICS-CERT has analyzed the data and surmises that of the 24 vulnerabilities, 18 are previously known and patched. One product could not be identified from the information provided. After consultation with the affected vendors, it appears that the remaining five may be true zero-day vulnerabilities. However, because the technical details of the vulnerabilities are not known, ICS-CERT’s analysis is not conclusive and vendors may have a difficult time addressing and patching these suspected vulnerabilities.","April 06, 2011 | Last revised: October 23, 2014",ICSA-11-096-01
"Impact to individual organizations depends on many factors that are unique to each organization. ICS-CERT recommends that organizations evaluate the impact of this vulnerability based on their operational environment, architecture, and product implementation.","ICS-CERT originally released Advisory ICSA-11-216-01P on the US-CERT Portal on August 04, 2011. This web page release was delayed to allow users sufficient time to download and install the update.",,ICS-CERT has been working with nSense and Scadatec Limited to validate this vulnerability. Scadatec Limited has created a new version (V1.14) of the Procyon product that fully resolves this issue. nSense has confirmed that Procyon Version V1.14 successfully resolves this vulnerability.,,"All information products included in ,http://ics-cert.us-cert.gov, are provided ""as is"" for informational purposes only. The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. DHS does not endorse any commercial product or service, referenced in this product or otherwise. Further dissemination of this product is governed by the Traffic Light Protocol (TLP) marking in the header. For more information about TLP, see ,.", Scadatec Limited Procyon Telnet Buffer Overflow,"ICS-CERT has received a report from Knud Højgaard of the nSense Vulnerability Coordination Team concerning a vulnerability in the Scadatec Limited Procyon human-machine interface/supervisory control and data acquisition (HMI/SCADA) product. This vulnerability could allow an attacker to establish a connection to the Telnet daemon, bypassing proper authentication, and exploit a buffer overflow that could lead to a denial of service (DoS) or remote code execution.",Scadatec Limited Procyon HMI prior to Version 1.14.,"September 06, 2011 | Last revised: January 24, 2014",ICSA-11-216-01
