Date,CVSS_Severity,id,summary
"February 01, 2013; 07:55:02 PM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-1472,"Unspecified vulnerability in the JavaFX component in Oracle Java SE JavaFX 2.2.4 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors, a different vulnerability than other CVEs listed in the February 2013 CPU."
"February 01, 2013; 07:55:01 PM -05:00","
                            ,V2:, ,6.9 MEDIUM,
                        ",CVE-2013-0430,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 through Update 11 and 6 through Update 38, allows local users to affect confidentiality, integrity, and availability via unknown vectors related to the installation process of the client."
"January 27, 2013; 01:55:03 PM -05:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2013-0654,"CimWebServer in GE Intelligent Platforms Proficy HMI/SCADA - CIMPLICITY 4.01 through 8.0, and Proficy Process Systems with CIMPLICITY, allows remote attackers to execute arbitrary commands or cause a denial of service (daemon crash) via a crafted packet."
"January 16, 2013; 08:55:06 PM -05:00","
                            ,V2:, ,2.4 LOW,
                        ",CVE-2013-0420,"Unspecified vulnerability in the VirtualBox component in Oracle Virtualization 4.0, 4.1, and 4.2 allows local users to affect integrity and availability via unknown vectors related to Core.  NOTE: The previous information was obtained from the January 2013 Oracle CPU. Oracle has not commented on claims from another vendor that this issue is related to an incorrect comparison in the vga_draw_text function in Devices/Graphics/DevVGA.cpp, which can cause VirtualBox to ""draw more lines than necessary."""
"January 16, 2013; 08:55:05 PM -05:00","
                            ,V2:, ,6.6 MEDIUM,
                        ",CVE-2013-0385,"Unspecified vulnerability in the Server component in Oracle MySQL 5.1.66 and earlier, and 5.5.28 and earlier, allows local users to affect confidentiality and integrity via unknown vectors related to Server Replication."
"January 16, 2013; 08:55:03 PM -05:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2013-0365,Unspecified vulnerability in the Siebel CRM component in Oracle Siebel CRM 8.1.1 and 8.2.2 allows remote authenticated users to affect confidentiality via unknown vectors related to Security.
"January 16, 2013; 08:55:02 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2012-3219,"Unspecified vulnerability in the Enterprise Manager Base Platform component in Oracle Enterprise Manager Grid Control EM Base Platform 10.2.0.5 and 11.1.0.1; EM DB Control 10.2.0.3, 10.2.0.4, 10.2.0.5, 11.1.0.7, 11.2.0.2, and 11.2.0.3; and EM Plugin for DB 12.1.0.1 and 12.1.0.2 allows remote attackers to affect integrity via unknown vectors related to Storage Management."
"January 16, 2013; 08:55:01 PM -05:00","
                            ,V2:, ,3.3 LOW,
                        ",CVE-2012-0569,Unspecified vulnerability Oracle Sun Solaris 10 allows local users to affect confidentiality and integrity via unknown vectors related to Install/smpatch.
"December 08, 2012; 10:55:00 AM -05:00","
                            ,V2:, ,7.6 HIGH,
                        ",CVE-2012-4687,"Post Oak AWAM Bluetooth Reader Traffic System does not use a sufficient source of entropy for private keys, which makes it easier for man-in-the-middle attackers to spoof a device by predicting a key value."
"November 13, 2012; 08:39:46 AM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-1812,eosfailoverservice.exe in C3-ilex EOScada before 11.0.19.2 allows remote attackers to obtain sensitive cleartext information via a session on TCP port 12000.
"October 17, 2012; 06:54:31 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-5063,"Unspecified vulnerability in the Oracle FLEXCUBE Universal Banking component in Oracle Financial Services Software 10.0.0, 10.0.2, 10.1.0, 10.2.0, 10.2.2, 10.3.0, 10.5.0, 11.0.0 through 11.4.0, and 12.0.0 allows remote attackers to affect integrity, related to BASE."
"October 16, 2012; 08:55:03 PM -04:00","
                            ,V2:, ,4.9 MEDIUM,
                        ",CVE-2012-3208,"Unspecified vulnerability in Oracle Sun Solaris 10 and 11 allows local users to affect availability, related to Kernel/RCTL."
"October 16, 2012; 08:55:02 PM -04:00","
                            ,V2:, ,4.9 MEDIUM,
                        ",CVE-2012-3186,"Unspecified vulnerability in the Oracle WebCenter Sites component in Oracle Fusion Middleware 6.1, 6.2, 6.3.x, 7, 7.0.1, 7.0.2, 7.0.3, 7.5, 7.6.1, 7.6.2, and 11.1.1.6.0 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Advanced UI, a different vulnerability than CVE-2012-3183 and CVE-2012-3185."
"October 16, 2012; 07:55:04 PM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2012-3160,"Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.65 and earlier, and 5.5.27 and earlier, allows local users to affect confidentiality via unknown vectors related to Server Installation."
"October 16, 2012; 07:55:03 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2012-3138,"Unspecified vulnerability in the Oracle iStore component in Oracle E-Business Suite 11.5.10.2, 12.0.6, 12.1.1, 12.1.2, and 12.1.3 allows remote attackers to affect integrity via unknown vectors related to Web interface."
"October 16, 2012; 05:55:02 PM -04:00","
                            ,V2:, ,7.6 HIGH,
                        ",CVE-2012-5084,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 7 and earlier, 6 Update 35 and earlier, 5.0 Update 36 and earlier, and 1.4.2_38 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Swing."
"October 16, 2012; 05:55:01 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2012-3159,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 7 and earlier, and 6 Update 35 and earlier, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Deployment, a different vulnerability than CVE-2012-1533."
"September 18, 2012; 01:55:08 PM -04:00","
                            ,V2:, ,6.9 MEDIUM,
                        ",CVE-2012-4425,"libgio, when used in setuid or other privileged programs in spice-gtk and possibly other products, allows local users to gain privileges and execute arbitrary code via the DBUS_SYSTEM_BUS_ADDRESS environment variable.  NOTE: it could be argued that this is a vulnerability in the applications that do not cleanse environment variables, not in libgio itself."
"August 23, 2012; 04:55:02 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2011-5109,"Multiple SQL injection vulnerabilities in Freelancer calendar 1.01 and earlier allow remote attackers to inject arbitrary web script or HTML via the SearchField parameter in a search action to (1) category_list.php, (2) Copy_of_calendar_list.php, (3) customer_statistics_list.php, (4) customer_list.php, and (5) task_statistics_list.php in the worldcalendar directory."
"July 31, 2012; 06:45:42 AM -04:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2012-3017,Siemens SIMATIC S7-400 PN CPU devices with firmware 5.x allow remote attackers to cause a denial of service (defect-mode transition and service outage) via (1) malformed HTTP traffic or (2) malformed IP packets.
"July 17, 2012; 07:55:03 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-3121,Unspecified vulnerability in Oracle Sun Solaris 9 and 10 allows remote attackers to affect availability via unknown vectors related to in.tnamed and NameServer.
"July 17, 2012; 07:55:02 PM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2012-1769,"Unspecified vulnerability in the Oracle Outside In Technology component in Oracle Fusion Middleware 8.3.5 and 8.3.7 allows context-dependent attackers to affect availability via unknown vectors related to Outside In Filters, a different vulnerability than CVE-2012-1766, CVE-2012-1767, CVE-2012-1770, CVE-2012-1771, CVE-2012-1772, CVE-2012-1773, CVE-2012-3106, CVE-2012-3107, CVE-2012-3108, and CVE-2012-3110."
"July 17, 2012; 06:55:02 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-1746,"Unspecified vulnerability in the Network Layer component in Oracle Database Server 10.2.0.3, 10.2.0.4, 10.2.0.5, 11.1.0.7, 11.2.0.2, and 11.2.0.3, when running on Windows, allows remote attackers to affect availability via unknown vectors, a different vulnerability than CVE-2012-1747."
"July 17, 2012; 06:55:01 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2012-1715,"Unspecified vulnerability in the Oracle Application Object Library component in Oracle E-Business Suite 11.5.10.2, 12.0.6, and 12.1.3 allows remote attackers to affect integrity, related to HTML Pages."
"July 03, 2012; 06:55:02 PM -04:00","
                            ,V2:, ,6.5 MEDIUM,
                        ",CVE-2012-3834,SQL injection vulnerability in forensics/base_qry_main.php in AlienVault Open Source Security Information Management (OSSIM) 3.1 allows remote authenticated users to execute arbitrary SQL commands via the time[0][0] parameter.
"June 16, 2012; 05:55:03 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-1718,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 update 4 and earlier, 6 update 32 and earlier, 5 update 35 and earlier, and 1.4.2_37 and earlier allows remote attackers to affect availability via unknown vectors related to Security."
"June 07, 2012; 03:55:09 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2012-2667,"Session fixation vulnerability in lib/user/sfBasicSecurityUser.class.php in SensioLabs Symfony before 1.4.18 allows remote attackers to hijack web sessions via vectors related to the regenerate method and unspecified ""database backed session classes."""
"May 03, 2012; 06:55:02 PM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2012-1703,"Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.1.61 and earlier, and 5.5.21 and earlier, allows remote authenticated users to affect availability via unknown vectors related to Server Optimizer, a different vulnerability than CVE-2012-1690."
"May 03, 2012; 06:55:01 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-0580,"Unspecified vulnerability in the Oracle Agile PLM for Process component in Oracle Supply Chain Products Suite 5.2.2, 6.0.0, and 6.1.1 allows remote attackers to affect integrity via unknown vectors related to Supplier Portal."
"May 03, 2012; 02:55:01 PM -04:00","
                            ,V2:, ,9.0 HIGH,
                        ",CVE-2012-0552,"Unspecified vulnerability in the Oracle Spatial component in Oracle Database Server 10.2.0.3, 10.2.0.4, 10.2.0.5, 11.1.0.7, 11.2.0.2, and 11.2.0.3 allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors."
"May 03, 2012; 01:55:02 PM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2012-0530,Unspecified vulnerability in the PeopleSoft Enterprise SCM component in Oracle PeopleSoft Products 9.0 and 9.1 allows remote authenticated users to affect integrity via unknown vectors related to eProcurement.
"May 03, 2012; 01:55:01 PM -04:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2012-0509,Unspecified vulnerability in the Oracle FLEXCUBE Direct Banking component in Oracle Financial Services Software 5.0.2 and 5.3.0 through 5.3.4 allows remote authenticated users to affect integrity via unknown vectors related to Core-Base.
"April 13, 2012; 01:55:01 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2012-1805,"Buffer overflow in the ECOM Ethernet module in Koyo H0-ECOM, H0-ECOM100, H2-ECOM, H2-ECOM-F, H2-ECOM100, H4-ECOM, H4-ECOM-F, and H4-ECOM100 allows remote attackers to execute arbitrary code via long strings in unspecified parameters."
"April 02, 2012; 06:46:44 AM -04:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2012-0246,Directory traversal vulnerability in an unspecified ActiveX control in Ecava IntegraXor before 3.71.4200 allows remote attackers to execute arbitrary code via vectors involving an HTML document on the server.
"February 21, 2012; 08:31:57 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2012-0238,Stack-based buffer overflow in opcImg.asp in Advantech/BroadWin WebAccess before 7.0 allows remote attackers to execute arbitrary code via unspecified vectors.
"February 15, 2012; 05:55:01 PM -05:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2012-0503,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 2 and earlier, 6 Update 30 and earlier, 5.0 Update 33 and earlier, and 1.4.2_35 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability, related to I18n."
"February 03, 2012; 03:55:01 PM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2011-4512,"CRLF injection vulnerability in the HMI web server in Siemens WinCC flexible 2004, 2005, 2007, and 2008 before SP3; WinCC V11 (aka TIA portal) before SP2 Update 1; the TP, OP, MP, Comfort Panels, and Mobile Panels SIMATIC HMI panels; WinCC V11 Runtime Advanced; and WinCC flexible Runtime allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via unspecified vectors."
"January 18, 2012; 05:55:07 PM -05:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2012-0490,"Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.0.x, 5.1.x, and 5.5.x allows remote authenticated users to affect availability via unknown vectors."
"January 18, 2012; 05:55:06 PM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2012-0104,Unspecified vulnerability in Oracle GlassFish Enterprise Server 3.0.1 and 3.1.1 allows remote attackers to affect availability via unknown vectors related to Web Container.
"January 18, 2012; 05:55:04 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2012-0079,Unspecified vulnerability in Oracle OpenSSO 7.1 and 8.0 allows remote attackers to affect integrity via unknown vectors related to Administration.
"January 18, 2012; 05:55:03 PM -05:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2011-3509,"Unspecified vulnerability in the EnterpriseOne Tools component in Oracle JD Edwards 8.98 SP 24 allows remote authenticated users to affect confidentiality, related to Enterprise Infrastructure SEC (JDENET), a different vulnerability than CVE-2011-2325, CVE-2011-2326, and CVE-2011-3524."
"December 30, 2011; 02:55:01 PM -05:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2011-5046,"The Graphics Device Interface (GDI) in win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not properly validate user-mode input, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted data, as demonstrated by a large height attribute of an IFRAME element rendered by Safari, aka ""GDI Access Violation Vulnerability."""
"December 02, 2011; 06:55:05 AM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-4035,"Cross-site scripting (XSS) vulnerability in Schneider Electric Vijeo Historian 4.30 and earlier, CitectHistorian 4.30 and earlier, and CitectSCADAReports 4.10 and earlier allows remote attackers to inject arbitrary web script or HTML via unspecified vectors."
"October 19, 2011; 05:55:01 PM -04:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2011-3553,"Unspecified vulnerability in the Java Runtime Environment component in Oracle Java SE JDK and JRE 7, 6 Update 27 and earlier, and JRockit R28.1.4 and earlier allows remote authenticated users to affect confidentiality, related to JAXWS."
"October 18, 2011; 06:55:04 PM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2011-3536,"Unspecified vulnerability in Oracle Solaris 10 allows local users to affect availability, related to DTrace Software Library (libdtrace)."
"October 18, 2011; 06:55:03 PM -04:00","
                            ,V2:, ,3.6 LOW,
                        ",CVE-2011-3511,"Unspecified vulnerability in the Database Vault component in Oracle Database Server 10.2.0.3, 10.2.0.4, 10.2.0.5, 11.1.0.7, and 11.2.0.2 allows remote authenticated users to affect integrity and availability via unknown vectors related to Privileged Account."
"October 18, 2011; 06:55:01 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-2304,"Unspecified vulnerability in Oracle Solaris 10 allows remote attackers to affect confidentiality, related to Network Services Library (libnsl)."
"September 16, 2011; 01:26:14 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2011-3502,The web server in Cogent DataHub 7.1.1.63 and earlier allows remote attackers to obtain the source code of executable files via a request with a trailing (1) space or (2) %2e (encoded dot).
"September 02, 2011; 12:55:06 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-3132,"Cross-site scripting (XSS) vulnerability in TIBCO Spotfire Server 3.0.x before 3.0.2, 3.1.x before 3.1.2, 3.2.x before 3.2.1, and 3.3.x before 3.3.1, and Spotfire Analytics Server before 10.1.1, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors."
"July 20, 2011; 08:55:02 PM -04:00","
                            ,V2:, ,6.2 MEDIUM,
                        ",CVE-2011-2305,"Unspecified vulnerability in Oracle VM VirtualBox 4.0 allows local users to affect confidentiality, integrity, and availability via unknown vectors."
"July 20, 2011; 08:55:01 PM -04:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2011-2279,"Unspecified vulnerability in the PeopleSoft Enterprise HRMS component in Oracle PeopleSoft Products 9.1, Bundle, and #6 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Talent Acquisition Manager."
"July 20, 2011; 07:55:01 PM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2011-2248,"Unspecified vulnerability in the SQL Performance Advisories/UIs component in Oracle Database Server 11.1.0.7, 11.2.0.1, and 11.2.0.2; and Oracle Enterprise Manager Grid Control 10.1.0.6, 10.2.0.5, and 11.1.0.1; allows remote attackers to affect confidentiality, integrity, and availability, related to SQL Details UI & Explain Plan."
"July 20, 2011; 06:55:01 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-0877,"Unspecified vulnerability in the Instance Management component in Oracle Database Server 10.1.0.5, 10.2.0.3, and 10.2.0.4, and Oracle Enterprise Manager Grid Control 10.1.0.6, allows remote attackers to affect integrity via unknown vectors."
"June 14, 2011; 02:55:02 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2011-0873,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 6 Update 25 and earlier, and 5.0 Update 29 and earlier, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D."
"May 04, 2011; 10:39:46 PM -04:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2011-1207,"The ActiveBar1 ActiveX control in the Data Dynamics ActiveBar ActiveX controls, as distributed in ActBar.ocx 1.0.6.5 in IBM Rational System Architect 11.4.0.2, 11.4.0.1, and earlier, does not properly restrict the SetLayoutData method, which allows remote attackers to execute arbitrary code via a crafted Data argument, a different vulnerability than CVE-2007-3883.  NOTE: some of these details are obtained from third party information."
"April 20, 2011; 06:55:01 AM -04:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2011-0841,"Unspecified vulnerability in Oracle Solaris 11 Express allows remote attackers to affect availability, related to TCP/IP."
"April 20, 2011; 06:55:01 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2011-0810,"Unspecified vulnerability Oracle JD Edwards EnterpriseOne Tools 8.9 GA through 8.98.4.1 and OneWorld Tools through 24.1.3 allows remote attackers to affect availability, related to Enterprise Infrastructure SEC."
"April 19, 2011; 11:14:04 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-0789,Unspecified vulnerability in the Oracle HTTP Server component in Oracle Fusion Middleware 10.1.2.3 allows remote attackers to affect integrity via unknown vectors.
"February 18, 2011; 03:00:09 PM -05:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2011-0709,"The br_mdb_ip_get function in net/bridge/br_multicast.c in the Linux kernel before 2.6.35-rc5 allows remote attackers to cause a denial of service (NULL pointer dereference and system crash) via an IGMP packet, related to lack of a multicast table."
"February 17, 2011; 02:00:01 PM -05:00","
                            ,V2:, ,2.6 LOW,
                        ",CVE-2010-4448,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect integrity via unknown vectors related to Networking.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue involves ""DNS cache poisoning by untrusted applets."""
"January 19, 2011; 12:00:02 PM -05:00","
                            ,V2:, ,3.6 LOW,
                        ",CVE-2010-4460,Unspecified vulnerability in Oracle Solaris 10 allows local users to affect confidentiality and integrity via unknown vectors related to Fault Manager Daemon.
"January 19, 2011; 12:00:02 PM -05:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2010-4434,Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft and JDEdwards Suite 8.50.0 through 8.50.14 and 8.51.0 through 8.51.04 allows remote authenticated users to affect confidentiality via unknown vectors related to Portal.
"January 19, 2011; 11:00:03 AM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2010-4413,"Unspecified vulnerability in the Scheduler Agent component in Oracle Database Server 11.1.0.7 and 11.2.0.1 allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors."
"January 13, 2011; 02:00:04 PM -05:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2010-4529,Integer underflow in the irda_getsockopt function in net/irda/af_irda.c in the Linux kernel before 2.6.37 on platforms other than x86 allows local users to obtain potentially sensitive information from kernel heap memory via an IRLMP_ENUMDEVICES getsockopt call.
"December 16, 2010; 02:33:02 PM -05:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2010-3947,"Heap-based buffer overflow in the TIFF image converter in the graphics filters in Microsoft Office XP SP3, Office Converter Pack, and Works 9 allows remote attackers to execute arbitrary code via a crafted TIFF image in an Office document, aka ""TIFF Image Converter Heap Overflow Vulnerability."""
"November 03, 2010; 04:00:04 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2010-4155,"Multiple cross-site scripting (XSS) vulnerabilities in eXV2 CMS 2.10 allow remote attackers to inject arbitrary web script or HTML via the (1) rssfeedURL parameter to manual/caferss/example.php and the sumb parameter to (2) modules/news/archive.php, (3) modules/news/topics.php, and (4) modules/contact/index.php, different vectors than CVE-2007-1965."
"October 19, 2010; 06:00:03 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2010-3556,"Unspecified vulnerability in the 2D component in Oracle Java SE and Java for Business 6 Update 21, 5.0 Update 25, 1.4.2_27, and 1.3.1_28 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors."
"October 14, 2010; 02:00:17 PM -04:00","
                            ,V2:, ,6.4 MEDIUM,
                        ",CVE-2010-3575,"Unspecified vulnerability in the Oracle Communications Messaging Server (Sun Java System Messaging Server) component in Oracle Sun Products Suite 6.0, 6.2, 6.3, and 7.0 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Web Mail."
"October 14, 2010; 02:00:16 PM -04:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2010-3527,"Unspecified vulnerability in the PeopleSoft Enterprise FMS - AM component in Oracle PeopleSoft and JDEdwards Suite 8.9 Bundle #38, 9.0 Bundle #31, and 9.1 Bundle #6 allows remote authenticated users to affect integrity and availability via unknown vectors."
"October 13, 2010; 10:00:02 PM -04:00","
                            ,V2:, ,3.0 LOW,
                        ",CVE-2010-3506,Unspecified vulnerability in the Oracle Explorer (Sun Explorer) component in Oracle Sun Products Suite 6.4 allows local users to affect confidentiality and integrity via unknown vectors.
"October 13, 2010; 08:00:21 PM -04:00","
                            ,V2:, ,6.0 MEDIUM,
                        ",CVE-2010-2405,"Unspecified vulnerability in the Siebel Core - Highly Interactive Client component in Oracle Siebel Suite 7.7.2.12, 7.8.2.14, 8.0.0.10, and 8.1.1.3 allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors, a different vulnerability than CVE-2010-3500."
"August 16, 2010; 04:00:01 PM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2009-4269,"The password hash generation algorithm in the BUILTIN authentication functionality for Apache Derby before 10.6.1.0 performs a transformation that reduces the size of the set of inputs to SHA-1, which produces a small search space that makes it easier for local and possibly remote attackers to crack passwords by generating hash collisions, related to password substitution."
"July 13, 2010; 06:30:02 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2010-2380,"Unspecified vulnerability in the PeopleSoft Enterprise FSCM component in Oracle PeopleSoft and JDEdwards Suite SCM 8.9 Bundle #37, SCM 9.0 Bundle #30, and SCM 9.1 Bundle #4 allows local users to affect confidentiality, integrity, and availability via unknown vectors."
"July 13, 2010; 06:30:02 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2010-0907,"Unspecified vulnerability in Oracle Secure Backup 10.3.0.1 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors, a different vulnerability than CVE-2010-0898, CVE-2010-0899, CVE-2010-0904, and CVE-2010-0906."
"July 13, 2010; 02:30:02 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2010-2721,SQL injection vulnerability in index.php in RightInPoint Lyrics Script 3.0 allows remote attackers to execute arbitrary SQL commands via the artist_id parameter in an addalbum action.
"May 03, 2010; 09:51:53 AM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2010-1653,Directory traversal vulnerability in graphics.php in the Graphics (com_graphics) component 1.0.6 and 1.5.0 for Joomla! allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the controller parameter to index.php.  NOTE: some of these details are obtained from third party information.
"April 13, 2010; 06:30:01 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2010-0877,Unspecified vulnerability in the PeopleTools component in Oracle PeopleSoft Enterprise and JD Edwards EnterpriseOne 8.49.26 and 8.50.07 allows remote attackers to affect integrity via unknown vectors.
"April 13, 2010; 06:30:00 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2010-0856,Unspecified vulnerability in the Portal component in Oracle Fusion Middleware 10.1.2.3 and 10.1.4.2 allows remote attackers to affect availability via unknown vectors.
"April 01, 2010; 12:30:00 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2010-0838,"Unspecified vulnerability in the Java 2D component in Oracle Java SE and Java for Business 6 Update 18, 5.0, Update, and 23 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.  NOTE: the previous information was obtained from the March 2010 CPU.  Oracle has not commented on claims from a reliable researcher that this is a stack-based buffer overflow using an untrusted size value in the readMabCurveData function in the CMM module in the JVM."
"February 26, 2010; 02:30:00 PM -05:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2010-0716,"_layouts/Upload.aspx in the Documents module in Microsoft SharePoint before 2010 uses URLs with the same hostname and port number for a web site's primary files and individual users' uploaded files (aka attachments), which allows remote authenticated users to leverage same-origin relationships and conduct cross-site scripting (XSS) attacks by uploading TXT files, a related issue to CVE-2008-5026. NOTE: the vendor disputes the significance of this issue, because cross-domain isolation can be implemented when needed."
"January 12, 2010; 08:30:01 PM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2010-0071,"Unspecified vulnerability in the Listener component in Oracle Database 9.2.0.8, 9.2.0.8DV, 10.1.0.5, 10.2.0.4, and 11.1.0.7 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors."
"November 09, 2009; 02:30:00 PM -05:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2009-3726,"The nfs4_proc_lock function in fs/nfs/nfs4proc.c in the NFSv4 client in the Linux kernel before 2.6.31-rc4 allows remote NFS servers to cause a denial of service (NULL pointer dereference and panic) by sending a certain response containing incorrect file attributes, which trigger attempted use of an open file that lacks NFSv4 state."
"October 22, 2009; 02:30:00 PM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2009-3404,Unspecified vulnerability in the PeopleSoft PeopleTools & Enterprise Portal component in Oracle PeopleSoft Enterprise and JD Edwards EnterpriseOne 8.49.23 allows remote authenticated users to affect integrity via unknown vectors.
